# time [s],current [A],voltage [V],temperature [K],c_p_avg [mol/m^3],c_n_avg [mol/m^3]
18.6,-90,3.84996646836926,299.238926870282,29619.5803311253,21996.2693998466
18.8,-90,3.84967319930265,299.251209318291,29623.5327385191,21991.8748567245
19,-90,3.84938094257571,299.263509680827,29627.4851459128,21987.4803136024
19.2,-90,3.84909054422249,299.275842929445,29631.4375533066,21983.0857704802
19.4,-90,3.84880014586927,299.288176178062,29635.3899607004,21978.6912273581
19.6,-90,3.84850974751604,299.30050942668,29639.3423680942,21974.296684236
19.8,-90,3.84821934916282,299.312842675297,29643.2947754879,21969.9021411138
20,-90,3.84792935539162,299.325183621877,29647.2471828817,21965.5075979917
20.2,-90,3.84764156252913,299.337566445044,29651.1995902755,21961.1130548696
20.4,-90,3.84735376966663,299.34994926821,29655.1519976693,21956.7185117474
20.6,-90,3.84706597680414,299.362332091377,29659.1044050631,21952.3239686253
20.8,-90,3.84677818394165,299.374714914543,29663.0568124568,21947.9294255032
21,-90,3.84649039107916,299.38709773771,29667.0092198506,21943.534882381
21.2,-90,3.84620486012368,299.399526982066,29670.9616272444,21939.1403392589
21.4,-90,3.84591942853743,299.41195826578,29674.9140346382,21934.7457961368
21.6,-90,3.84563399695118,299.424389549494,29678.8664420319,21930.3512530146
21.8,-90,3.84534856536493,299.436820833208,29682.8188494257,21925.9567098925
22,-90,3.84506313377868,299.449252116921,29686.7712568195,21921.5621667704
22.2,-90,3.84477932692751,299.461719488437,29690.7236642133,21917.1676236482
22.4,-90,3.84449603159405,299.474198221526,29694.6760716071,21912.7730805261
22.6,-90,3.84421273626059,299.486676954616,29698.6284790008,21908.378537404
22.8,-90,3.84392944092713,299.499155687706,29702.5808863946,21903.9839942818
23,-90,3.84364614559367,299.511634420796,29706.5332937884,21899.5894511597
23.2,-90,3.84336443178295,299.524152229991,29710.4857011822,21895.1949080376
23.4,-90,3.84308394459899,299.536700346556,29714.4381085759,21890.8003649154
23.6,-90,3.84280345741502,299.549248463121,29718.3905159697,21886.4058217933
23.8,-90,3.84252297023106,299.561796579686,29722.3429233635,21882.0112786712
24,-90,3.84224248304709,299.574344696251,29726.2953307573,21877.6167355491
24.2,-90,3.84196199586313,299.586892812816,29730.247738151,21873.2221924269
24.4,-90,3.84168150867916,299.599440929381,29734.2001455448,21868.8276493048
24.6,-90,3.84140102149519,299.611989045946,29738.1525529386,21864.4331061826
24.8,-90,3.84112053431123,299.624537162511,29742.1049603324,21860.0385630605
25,-90,3.84084004712726,299.637085279076,29746.0573677262,21855.6440199384
25.2,-90,3.84056009078647,299.649648546825,29750.0097751199,21851.2494768163
25.4,-90,3.84028275468825,299.662286600834,29753.9621825137,21846.8549336941
25.6,-90,3.84000541859002,299.674924654844,29757.9145899075,21842.460390572
25.8,-90,3.83972808249179,299.687562708853,29761.8669973013,21838.0658474499
26,-90,3.83945074639356,299.700200762862,29765.819404695,21833.6713043277
26.2,-90,3.83917341029533,299.712838816871,29769.7718120888,21829.2767612056
26.4,-90,3.83889607419711,299.725476870881,29773.7242194826,21824.8822180835
26.6,-90,3.83861873809888,299.73811492489,29777.6766268764,21820.4876749613
26.8,-90,3.83834140200065,299.750752978899,29781.6290342702,21816.0931318392
27,-90,3.83806406590242,299.763391032908,29785.5814416639,21811.6985887171
27.2,-90,3.83778672980419,299.776029086918,29789.5338490577,21807.3040455949
27.4,-90,3.8375113520099,299.788734730296,29793.4862564515,21802.9095024728
27.6,-90,3.83723654688081,299.801460138778,29797.4386638453,21798.5149593507
27.8,-90,3.83696174175172,299.814185547259,29801.391071239,21794.1204162285
28,-90,3.83668693662263,299.826910955741,29805.3434786328,21789.7258731064
28.2,-90,3.83641213149354,299.839636364223,29809.2958860266,21785.3313299843
28.4,-90,3.83613732636445,299.852361772704,29813.2482934204,21780.9367868621
28.6,-90,3.83586252123537,299.865087181186,29817.2007008141,21776.54224374
28.8,-90,3.83558771610628,299.877812589668,29821.1531082079,21772.1477006179
29,-90,3.83531291097719,299.890537998149,29825.1055156017,21767.7531574957
29.2,-90,3.8350381058481,299.903263406631,29829.0579229955,21763.3586143736
29.4,-90,3.83476406001728,299.916021134744,29833.0103303893,21758.9640712515
29.6,-90,3.83449125826085,299.928831817047,29836.962737783,21754.5695281293
29.8,-90,3.83421845650441,299.94164249935,29840.9151451768,21750.1749850072
30,-90,3.83394565474797,299.954453181653,29844.8675525706,21745.7804418851
30.2,-90,3.83367285299154,299.967263863957,29848.8199599644,21741.3858987629
30.4,-90,3.8334000512351,299.98007454626,29852.7723673581,21736.9913556408
30.6,-90,3.83312724947866,299.992885228563,29856.7247747519,21732.5968125187
30.8,-90,3.83285444772223,300.005695910866,29860.6771821457,21728.2022693965
31,-90,3.83258164596579,300.018506593169,29864.6295895395,21723.8077262744
31.2,-90,3.83230884420935,300.031317275473,29868.5819969333,21719.4131831523
31.4,-90,3.83203604245292,300.044127957776,29872.534404327,21715.0186400301
31.6,-90,3.83176476327908,300.057020950693,29876.4868117208,21710.624096908
31.8,-90,3.83149350841745,300.069915257925,29880.4392191146,21706.2295537859
32,-90,3.83122225355583,300.082809565158,29884.3916265084,21701.8350106637
32.2,-90,3.8309509986942,300.09570387239,29888.3440339021,21697.4404675416
32.4,-90,3.83067974383258,300.108598179622,29892.2964412959,21693.0459244195
32.6,-90,3.83040848897095,300.121492486854,29896.2488486897,21688.6513812973
32.8,-90,3.83013723410933,300.134386794087,29900.2012560835,21684.2568381752
33,-90,3.8298659792477,300.147281101319,29904.1536634773,21679.8622950531
33.2,-90,3.82959472438608,300.160175408551,29908.106070871,21675.4677519309
33.4,-90,3.82932346952445,300.173069715784,29912.0584782648,21671.0732088088
33.6,-90,3.82905289922286,300.186012569832,29916.0108856586,21666.6786656867
33.8,-90,3.82878280550544,300.198989221712,29919.9632930524,21662.2841225645
34,-90,3.82851271178803,300.211965873591,29923.9157004461,21657.8895794424
34.2,-90,3.82824261807061,300.224942525471,29927.8681078399,21653.4950363203
34.4,-90,3.8279725243532,300.23791917735,29931.8205152337,21649.1004931981
34.6,-90,3.82770243063578,300.25089582923,29935.7729226275,21644.705950076
34.8,-90,3.82743233691837,300.26387248111,29939.7253300213,21640.3114069539
35,-90,3.82716224320095,300.276849132989,29943.677737415,21635.9168638317
35.2,-90,3.82689214948354,300.289825784869,29947.6301448088,21631.5223207096
35.4,-90,3.82662205576612,300.302802436749,29951.5825522026,21627.1277775875
35.6,-90,3.82635212366378,300.315794943342,29955.5349595964,21622.7332344653
35.8,-90,3.8260828594663,300.328852972539,29959.4873669901,21618.3386913432
36,-90,3.82581359526883,300.341911001736,29963.4397743839,21613.9441482211
36.2,-90,3.82554433107136,300.354969030933,29967.3921817777,21609.5496050989
36.4,-90,3.82527506687388,300.368027060131,29971.3445891715,21605.1550619768
36.6,-90,3.82500580267641,300.381085089328,29975.2969965652,21600.7605188547
36.8,-90,3.82473653847894,300.394143118525,29979.249403959,21596.3659757325
37,-90,3.82446727428146,300.407201147722,29983.2018113528,21591.9714326104
37.2,-90,3.82419801008399,300.42025917692,29987.1542187466,21587.5768894883
37.4,-90,3.82392874588652,300.433317206117,29991.1066261404,21583.1823463661
37.6,-90,3.82365948168904,300.446375235314,29995.0590335341,21578.787803244
37.8,-90,3.82339065718014,300.459497812725,29999.0114409279,21574.3932601219
38,-90,3.82312194252274,300.472636516817,30002.9638483217,21569.9987169998
38.2,-90,3.82285322786533,300.48577522091,30006.9162557155,21565.6041738776
38.4,-90,3.82258451320792,300.498913925002,30010.8686631092,21561.2096307555
38.6,-90,3.82231579855051,300.512052629094,30014.821070503,21556.8150876333
38.8,-90,3.82204708389311,300.525191333186,30018.7734778968,21552.4205445112
39,-90,3.8217783692357,300.538330037279,30022.7258852906,21548.0260013891
39.2,-90,3.82150965457829,300.551468741371,30026.6782926843,21543.631458267
39.4,-90,3.82124093992088,300.564607445463,30030.6307000781,21539.2369151448
39.6,-90,3.82097222526347,300.577746149556,30034.5831074719,21534.8423720227
39.8,-90,3.82070364049274,300.590917362128,30038.5355148657,21530.4478289006
40,-90,3.82043524624566,300.604136259607,30042.4879222595,21526.0532857784
40.2,-90,3.82016685199858,300.617355157087,30046.4403296532,21521.6587426563
40.4,-90,3.81989845775149,300.630574054567,30050.392737047,21517.2641995342
40.6,-90,3.81963006350441,300.643792952047,30054.3451444408,21512.869656412
40.8,-90,3.81936166925732,300.657011849526,30058.2975518346,21508.4751132899
41,-90,3.81909327501024,300.670230747006,30062.2499592283,21504.0805701678
41.2,-90,3.81882488076315,300.683449644486,30066.2023666221,21499.6860270456
41.4,-90,3.81855648651607,300.696668541965,30070.1547740159,21495.2914839235
41.6,-90,3.81828809226899,300.709887439445,30074.1071814097,21490.8969408014
41.8,-90,3.81801969933594,300.723107187759,30078.0595888035,21486.5023976792
42,-90,3.81775142848087,300.7364059812,30082.0119961972,21482.1078545571
42.2,-90,3.81748315762581,300.74970477464,30085.964403591,21477.713311435
42.4,-90,3.81721488677074,300.763003568081,30089.9168109848,21473.3187683128
42.6,-90,3.81694661591568,300.776302361521,30093.8692183786,21468.9242251907
42.8,-90,3.81667834506061,300.789601154962,30097.8216257723,21464.5296820686
43,-90,3.81641007420555,300.802899948402,30101.7740331661,21460.1351389464
43.2,-90,3.81614180335048,300.816198741843,30105.7264405599,21455.7405958243
43.4,-90,3.81587353249542,300.829497535284,30109.6788479537,21451.3460527022
43.6,-90,3.81560526164035,300.842796328724,30113.6312553474,21446.95150958
43.8,-90,3.81533699078529,300.856095122165,30117.5836627412,21442.5569664579
44,-90,3.81506870653535,300.869443032764,30121.536070135,21438.1624233358
44.2,-90,3.81480041393262,300.882821571887,30125.4884775288,21433.7678802136
44.4,-90,3.81453212132989,300.896200111009,30129.4408849226,21429.3733370915
44.6,-90,3.81426382872717,300.909578650131,30133.3932923163,21424.9787939694
44.8,-90,3.81399553612444,300.922957189254,30137.3456997101,21420.5842508472
45,-90,3.81372724352171,300.936335728376,30141.2981071039,21416.1897077251
45.2,-90,3.81345895091899,300.949714267498,30145.2505144977,21411.795164603
45.4,-90,3.81319065831626,300.963092806621,30149.2029218914,21407.4006214808
45.6,-90,3.81292236571354,300.976471345743,30153.1553292852,21403.0060783587
45.8,-90,3.81265407311081,300.989849884865,30157.107736679,21398.6115352366
46,-90,3.81238574913062,301.003246055441,30161.0601440728,21394.2169921144
46.2,-90,3.81211731467405,301.016704304312,30165.0125514665,21389.8224489923
46.4,-90,3.81184888021748,301.030162553182,30168.9649588603,21385.4279058702
46.6,-90,3.81158044576091,301.043620802052,30172.9173662541,21381.033362748
46.8,-90,3.81131201130435,301.057079050923,30176.8697736479,21376.6388196259
47,-90,3.81104357684778,301.070537299793,30180.8221810417,21372.2442765038
47.2,-90,3.81077514239121,301.083995548663,30184.7745884354,21367.8497333816
47.4,-90,3.81050670793464,301.097453797534,30188.7269958292,21363.4551902595
47.6,-90,3.81023827347807,301.110912046404,30192.679403223,21359.0606471374
47.8,-90,3.8099698390215,301.124370295275,30196.6318106168,21354.6661040152
48,-90,3.80970140456493,301.137828544145,30200.5842180105,21350.2715608931
48.2,-90,3.80943279001449,301.151352709014,30204.5366254043,21345.877017771
48.4,-90,3.80916413765031,301.164890714058,30208.4890327981,21341.4824746488
48.6,-90,3.80889548528613,301.178428719102,30212.4414401919,21337.0879315267
48.8,-90,3.80862683292195,301.191966724146,30216.3938475856,21332.6933884046
49,-90,3.80835818055776,301.20550472919,30220.3462549794,21328.2988452825
49.2,-90,3.80808952819358,301.219042734234,30224.2986623732,21323.9043021603
49.4,-90,3.8078208758294,301.232580739278,30228.251069767,21319.5097590382
49.6,-90,3.80755222346522,301.246118744322,30232.2034771608,21315.1152159161
49.8,-90,3.80728357110104,301.259656749365,30236.1558845545,21310.7206727939
50,-90,3.80701491873685,301.273194754409,30240.1082919483,21306.3261296718
50.2,-90,3.80674613382116,301.286767243029,30244.0606993421,21301.9315865497
50.4,-90,3.80647717444151,301.300385118843,30248.0131067359,21297.5370434275
50.6,-90,3.80620821506186,301.314002994656,30251.9655141296,21293.1425003054
50.8,-90,3.80593925568221,301.32762087047,30255.9179215234,21288.7479571833
51,-90,3.80567029630256,301.341238746283,30259.8703289172,21284.3534140611
51.2,-90,3.80540133692291,301.354856622097,30263.822736311,21279.958870939
51.4,-90,3.80513237754326,301.36847449791,30267.7751437048,21275.5643278169
51.6,-90,3.80486341816361,301.382092373724,30271.7275510985,21271.1697846947
51.8,-90,3.80459445878396,301.395710249537,30275.6799584923,21266.7752415726
52,-90,3.80432549940431,301.409328125351,30279.6323658861,21262.3806984505
52.2,-90,3.80405653048357,301.422948962555,30283.5847732799,21257.9861553283
52.4,-90,3.80378731334339,301.436646842789,30287.5371806737,21253.5916122062
52.6,-90,3.80351809620321,301.450344723023,30291.4895880674,21249.1970690841
52.8,-90,3.80324887906304,301.464042603257,30295.4419954612,21244.8025259619
53,-90,3.80297966192286,301.47774048349,30299.394402855,21240.4079828398
53.2,-90,3.80271044478268,301.491438363724,30303.3468102488,21236.0134397177
53.4,-90,3.8024412276425,301.505136243958,30307.2992176425,21231.6188965955
53.6,-90,3.80217201050232,301.518834124192,30311.2516250363,21227.2243534734
53.8,-90,3.80190279336215,301.532532004426,30315.2040324301,21222.8298103513
54,-90,3.80163357622197,301.54622988466,30319.1564398239,21218.4352672291
54.2,-90,3.80136435908179,301.559927764893,30323.1088472176,21214.040724107
54.4,-90,3.80109490209797,301.573677133157,30327.0612546114,21209.6461809849
54.6,-90,3.80082531153739,301.587455176784,30331.0136620052,21205.2516378627
54.8,-90,3.80055572097681,301.601233220411,30334.966069399,21200.8570947406
55,-90,3.80028613041624,301.615011264038,30338.9184767928,21196.4625516185
55.2,-90,3.80001653985566,301.628789307665,30342.8708841865,21192.0680084963
55.4,-90,3.79974694929508,301.642567351293,30346.8232915803,21187.6734653742
55.6,-90,3.79947735873451,301.65634539492,30350.7756989741,21183.2789222521
55.8,-90,3.79920776817393,301.670123438547,30354.7281063679,21178.8843791299
56,-90,3.79893817761336,301.683901482174,30358.6805137616,21174.4898360078
56.2,-90,3.79866858705278,301.697679525801,30362.6329211554,21170.0952928857
56.4,-90,3.79839893425755,301.711477449857,30366.5853285492,21165.7007497635
56.6,-90,3.79812909230656,301.72533579841,30370.537735943,21161.3062066414
56.8,-90,3.79785925035558,301.739194146963,30374.4901433367,21156.9116635193
57,-90,3.79758940840459,301.753052495516,30378.4425507305,21152.5171203971
57.2,-90,3.79731956645361,301.766910844069,30382.3949581243,21148.122577275
57.4,-90,3.79704972450263,301.780769192622,30386.3473655181,21143.7280341529
57.6,-90,3.79677988255164,301.794627541175,30390.2997729119,21139.3334910307
57.8,-90,3.79651004060066,301.808485889728,30394.2521803056,21134.9389479086
58,-90,3.79624019864967,301.822344238281,30398.2045876994,21130.5444047865
58.2,-90,3.79597035669869,301.836202586834,30402.1569950932,21126.1498616643
58.4,-90,3.7957005147477,301.850060935387,30406.109402487,21121.7553185422
58.6,-90,3.79543046605839,301.863987867389,30410.0618098807,21117.3607754201
58.8,-90,3.79516038169436,301.877926634135,30414.0142172745,21112.9662322979
59,-90,3.79489029733032,301.891865400881,30417.9666246683,21108.5716891758
59.2,-90,3.79462021296629,301.905804167627,30421.9190320621,21104.1771460537
59.4,-90,3.79435012860226,301.919742934373,30425.8714394559,21099.7826029315
59.6,-90,3.79408004423822,301.933681701119,30429.8238468496,21095.3880598094
59.8,-90,3.79380995987419,301.947620467865,30433.7762542434,21090.9935166873
60,-90,3.79353987551016,301.961559234611,30437.7286616372,21086.5989735651
60.2,-90,3.79326979114613,301.975498001358,30441.681069031,21082.204430443
60.4,-90,3.79299970678209,301.989436768104,30445.6334764247,21077.8098873209
60.6,-90,3.79272955115181,302.0034123991,30449.5858838185,21073.4153441988
60.8,-90,3.79245931122135,302.017431636465,30453.5382912123,21069.0208010766
61,-90,3.7921890712909,302.03145087383,30457.4906986061,21064.6262579545
61.2,-90,3.79191883136044,302.045470111195,30461.4431059998,21060.2317148324
61.4,-90,3.79164859142999,302.05948934856,30465.3955133936,21055.8371717102
61.6,-90,3.79137835149953,302.073508585925,30469.3479207874,21051.4426285881
61.8,-90,3.79110811156908,302.08752782329,30473.3003281812,21047.048085466
62,-90,3.79083787163863,302.101547060655,30477.252735575,21042.6535423438
62.2,-90,3.79056763170817,302.115566298021,30481.2051429687,21038.2589992217
62.4,-90,3.79029739177772,302.129585535386,30485.1575503625,21033.8644560996
62.6,-90,3.7900271357988,302.143609875529,30489.1099577563,21029.4699129775
62.8,-90,3.78975664266387,302.15770962196,30493.0623651501,21025.0753698553
63,-90,3.78948614952893,302.171809368392,30497.0147725438,21020.6808267332
63.2,-90,3.78921565639399,302.185909114823,30500.9671799376,21016.2862836111
63.4,-90,3.78894516325905,302.200008861255,30504.9195873314,21011.8917404889
63.6,-90,3.78867467012411,302.214108607686,30508.8719947252,21007.4971973668
63.8,-90,3.78840417698917,302.228208354118,30512.824402119,21003.1026542447
64,-90,3.78813368385423,302.242308100549,30516.7768095127,20998.7081111225
64.2,-90,3.7878631907193,302.256407846981,30520.7292169065,20994.3135680004
64.4,-90,3.78759269758436,302.270507593412,30524.6816243003,20989.9190248783
64.6,-90,3.78732220444942,302.284607339844,30528.6340316941,20985.5244817561
64.8,-90,3.78705174111426,302.298760893405,30532.5864390878,20981.129938634
65,-90,3.78678129254609,302.312941110572,30536.5388464816,20976.7353955119
65.2,-90,3.78651084397793,302.327121327739,30540.4912538754,20972.3408523897
65.4,-90,3.78624039540976,302.341301544907,30544.4436612692,20967.9463092676
65.6,-90,3.78596994684159,302.355481762074,30548.3960686629,20963.5517661454
65.8,-90,3.78569949827343,302.369661979242,30552.3484760567,20959.1572230233
66,-90,3.78542904970526,302.383842196409,30556.3008834505,20954.7626799012
66.2,-90,3.78515860113709,302.398022413576,30560.2532908443,20950.368136779
66.4,-90,3.78488815256893,302.412202630744,30564.2056982381,20945.9735936569
66.6,-90,3.78461770400076,302.426382847911,30568.1581056318,20941.5790505348
66.8,-90,3.78434728941674,302.440585063989,30572.1105130256,20937.1845074126
67,-90,3.78407696491098,302.454845590306,30576.0629204194,20932.7899642905
67.2,-90,3.78380664040522,302.469106116623,30580.0153278132,20928.3954211684
67.4,-90,3.78353631589946,302.48336664294,30583.9677352069,20924.0008780462
67.6,-90,3.7832659913937,302.497627169257,30587.9201426007,20919.6063349241
67.8,-90,3.78299566688793,302.511887695574,30591.8725499945,20915.211791802
68,-90,3.78272534238217,302.526148221891,30595.8249573883,20910.8172486798
68.2,-90,3.78245501787641,302.540408748208,30599.7773647821,20906.4227055577
68.4,-90,3.78218469337065,302.554669274525,30603.7297721758,20902.0281624356
68.6,-90,3.78191436886489,302.568929800842,30607.6821795696,20897.6336193134
68.8,-90,3.78164404435913,302.583190327159,30611.6345869634,20893.2390761913
69,-90,3.78137382999578,302.597521238067,30615.5869943572,20888.8445330692
69.2,-90,3.78110363076559,302.611861819557,30619.5394017509,20884.449989947
69.4,-90,3.78083343153539,302.626202401046,30623.4918091447,20880.0554468249
69.6,-90,3.7805632323052,302.640542982535,30627.4442165385,20875.6609037028
69.8,-90,3.78029303307501,302.654883564025,30631.3966239323,20871.2663605806
70,-90,3.78002283384481,302.669224145514,30635.349031326,20866.8718174585
70.2,-90,3.77975263461462,302.683564727004,30639.3014387198,20862.4772743364
70.4,-90,3.77948243538443,302.697905308493,30643.2538461136,20858.0827312142
70.6,-90,3.77921223615424,302.712245889982,30647.2062535074,20853.6881880921
70.8,-90,3.77894203692404,302.726586471472,30651.1586609012,20849.29364497
71,-90,3.77867200865311,302.740965679819,30655.1110682949,20844.8991018478
71.2,-90,3.77840216229875,302.755385990742,30659.0634756887,20840.5045587257
71.4,-90,3.7781323159444,302.769806301665,30663.0158830825,20836.1100156036
71.6,-90,3.77786246959005,302.784226612588,30666.9682904763,20831.7154724815
71.8,-90,3.77759262323569,302.798646923511,30670.92069787,20827.3209293593
72,-90,3.77732277688134,302.813067234434,30674.8731052638,20822.9263862372
72.2,-90,3.77705293052698,302.827487545357,30678.8255126576,20818.5318431151
72.4,-90,3.77678308417263,302.84190785628,30682.7779200514,20814.1372999929
72.6,-90,3.77651323781828,302.856328167204,30686.7303274452,20809.7427568708
72.8,-90,3.77624339146392,302.870748478127,30690.6827348389,20805.3482137487
73,-90,3.77597358410066,302.885175902907,30694.6351422327,20800.9536706265
73.2,-90,3.77570417219964,302.899675479101,30698.5875496265,20796.5591275044
73.4,-90,3.77543476029862,302.914175055294,30702.5399570203,20792.1645843823
73.6,-90,3.77516534839761,302.928674631488,30706.492364414,20787.7700412602
73.8,-90,3.77489593649659,302.943174207682,30710.4447718078,20783.375498138
74,-90,3.77462652459557,302.957673783875,30714.3971792016,20778.9809550159
