# time [s],current [A],voltage [V],temperature [K],c_p_avg [mol/m^3],c_n_avg [mol/m^3]
50.8,-60,3.88149562622223,299.559642521532,29921.2807621836,21660.8192748572
51,-60,3.88133534287167,299.565577915344,29923.9157004461,21657.8895794424
51.2,-60,3.88117505952111,299.571513309155,29926.5506387086,21654.9598840276
51.4,-60,3.88101477617055,299.577448702967,29929.1855769712,21652.0301886129
51.6,-60,3.88085449281999,299.583384096779,29931.8205152337,21649.1004931981
51.8,-60,3.88069420946943,299.58931949059,29934.4554534962,21646.1707977834
52,-60,3.88053392611887,299.595254884402,29937.0903917587,21643.2411023686
52.2,-60,3.88037364276832,299.601190278214,29939.7253300212,21640.3114069539
52.4,-60,3.88021335941776,299.607125672026,29942.3602682838,21637.3817115391
52.6,-60,3.88005351243652,299.613077606775,29944.9952065463,21634.4520161244
52.8,-60,3.87989407416168,299.619045033877,29947.6301448088,21631.5223207096
53,-60,3.87973463588683,299.625012460979,29950.2650830713,21628.5926252948
53.2,-60,3.87957519761199,299.63097988808,29952.9000213338,21625.6629298801
53.4,-60,3.87941575933714,299.636947315182,29955.5349595963,21622.7332344653
53.6,-60,3.8792563210623,299.642914742283,29958.1698978589,21619.8035390506
53.8,-60,3.87909688278745,299.648882169385,29960.8048361214,21616.8738436358
54,-60,3.87893744451261,299.654849596487,29963.4397743839,21613.9441482211
54.2,-60,3.87877800623776,299.660817023588,29966.0747126464,21611.0144528063
54.4,-60,3.87861856796292,299.66678445069,29968.7096509089,21608.0847573916
54.6,-60,3.87845912968807,299.672751877791,29971.3445891715,21605.1550619768
54.8,-60,3.87829969141323,299.678719304893,29973.979527434,21602.2253665621
55,-60,3.87814025313838,299.684686731995,29976.6144656965,21599.2956711473
55.2,-60,3.87798081486354,299.690654159096,29979.249403959,21596.3659757325
55.4,-60,3.87782165287947,299.696632513958,29981.8843422215,21593.4362803178
55.6,-60,3.87766300725862,299.702631291846,29984.5192804841,21590.506584903
55.8,-60,3.87750436163777,299.708630069735,29987.1542187466,21587.5768894883
56,-60,3.87734571601692,299.714628847623,29989.7891570091,21584.6471940735
56.2,-60,3.87718707039607,299.720627625511,29992.4240952716,21581.7174986588
56.4,-60,3.87702842477522,299.726626403399,29995.0590335341,21578.787803244
56.6,-60,3.87686977915437,299.732625181287,29997.6939717966,21575.8581078293
56.8,-60,3.87671113353352,299.738623959175,30000.3289100592,21572.9284124145
57,-60,3.87655248791267,299.744622737063,30002.9638483217,21569.9987169997
57.2,-60,3.87639384229182,299.750621514951,30005.5987865842,21567.069021585
57.4,-60,3.87623519667097,299.756620292839,30008.2337248467,21564.1393261702
57.6,-60,3.87607655105012,299.762619070728,30010.8686631092,21561.2096307555
57.8,-60,3.87591790542927,299.768617848616,30013.5036013718,21558.2799353407
58,-60,3.87575925980842,299.774616626504,30016.1385396343,21555.350239926
58.2,-60,3.87560075152135,299.780620954601,30018.7734778968,21552.4205445112
58.4,-60,3.87544286565307,299.786650437138,30021.4084161593,21549.4908490965
58.6,-60,3.8752849797848,299.792679919676,30024.0433544218,21546.5611536817
58.8,-60,3.87512709391652,299.798709402214,30026.6782926843,21543.6314582669
59,-60,3.87496920804825,299.804738884752,30029.3132309469,21540.7017628522
59.2,-60,3.87481132217998,299.810768367289,30031.9481692094,21537.7720674374
59.4,-60,3.8746534363117,299.816797849827,30034.5831074719,21534.8423720227
59.6,-60,3.87449555044343,299.822827332365,30037.2180457344,21531.9126766079
59.8,-60,3.87433766457515,299.828856814903,30039.8529839969,21528.9829811932
60,-60,3.87417977870688,299.834886297441,30042.4879222595,21526.0532857784
60.2,-60,3.8740218928386,299.840915779978,30045.122860522,21523.1235903637
60.4,-60,3.87386400697033,299.846945262516,30047.7577987845,21520.1938949489
60.6,-60,3.87370612110205,299.852974745054,30050.392737047,21517.2641995342
60.8,-60,3.87354823523378,299.859004227592,30053.0276753095,21514.3345041194
61,-60,3.873390358915,299.86503409995,30055.662613572,21511.4048087046
61.2,-60,3.87323320999212,299.871093665438,30058.2975518346,21508.4751132899
61.4,-60,3.87307606106925,299.877153230926,30060.9324900971,21505.5454178751
61.6,-60,3.87291891214638,299.883212796413,30063.5674283596,21502.6157224604
61.8,-60,3.8727617632235,299.8892723619,30066.2023666221,21499.6860270456
62,-60,3.87260461430063,299.895331927388,30068.8373048846,21496.7563316309
62.2,-60,3.87244746537775,299.901391492875,30071.4722431472,21493.8266362161
62.4,-60,3.87229031645488,299.907451058363,30074.1071814097,21490.8969408014
62.6,-60,3.87213316753201,299.91351062385,30076.7421196722,21487.9672453866
62.8,-60,3.87197601860913,299.919570189338,30079.3770579347,21485.0375499718
63,-60,3.87181886968626,299.925629754825,30082.0119961972,21482.1078545571
63.2,-60,3.87166172076339,299.931689320313,30084.6469344597,21479.1781591423
63.4,-60,3.87150457184051,299.9377488858,30087.2818727223,21476.2484637276
63.6,-60,3.87134742291764,299.943808451288,30089.9168109848,21473.3187683128
63.8,-60,3.87119027399477,299.949868016775,30092.5517492473,21470.3890728981
64,-60,3.87103374354995,299.955952492969,30095.1866875098,21467.4593774833
64.2,-60,3.87087732641933,299.962041533166,30097.8216257723,21464.5296820686
64.4,-60,3.87072090928872,299.968130573364,30100.4565640349,21461.5999866538
64.6,-60,3.8705644921581,299.974219613562,30103.0915022974,21458.670291239
64.8,-60,3.87040807502749,299.98030865376,30105.7264405599,21455.7405958243
65,-60,3.87025165789687,299.986397693958,30108.3613788224,21452.8109004095
65.2,-60,3.87009524076626,299.992486734155,30110.9963170849,21449.8812049948
65.4,-60,3.86993882363565,299.998575774353,30113.6312553474,21446.95150958
65.6,-60,3.86978240650503,300.004664814551,30116.26619361,21444.0218141653
65.8,-60,3.86962598937442,300.010753854749,30118.9011318725,21441.0921187505
66,-60,3.8694695722438,300.016842894947,30121.536070135,21438.1624233358
66.2,-60,3.86931315511319,300.022931935145,30124.1710083975,21435.232727921
66.4,-60,3.86915673798257,300.029020975342,30126.80594666,21432.3030325062
66.6,-60,3.86900032085196,300.03511001554,30129.4408849226,21429.3733370915
66.8,-60,3.86884439584498,300.041218613072,30132.0758231851,21426.4436416767
67,-60,3.86868870525455,300.047336526481,30134.7107614476,21423.513946262
67.2,-60,3.86853301466412,300.053454439889,30137.3456997101,21420.5842508472
67.4,-60,3.86837732407368,300.059572353298,30139.9806379726,21417.6545554325
67.6,-60,3.86822163348325,300.065690266706,30142.6155762351,21414.7248600177
67.8,-60,3.86806594289282,300.071808180115,30145.2505144977,21411.795164603
68,-60,3.86791025230239,300.077926093524,30147.8854527602,21408.8654691882
68.2,-60,3.86775456171196,300.084044006932,30150.5203910227,21405.9357737734
68.4,-60,3.86759887112153,300.090161920341,30153.1553292852,21403.0060783587
68.6,-60,3.8674431805311,300.096279833749,30155.7902675477,21400.0763829439
68.8,-60,3.86728748994067,300.102397747158,30158.4252058103,21397.1466875292
69,-60,3.86713179935024,300.108515660566,30161.0601440728,21394.2169921144
69.2,-60,3.86697610875981,300.114633573975,30163.6950823353,21391.2872966997
69.4,-60,3.86682041816938,300.120751487383,30166.3300205978,21388.3576012849
69.6,-60,3.86666510780194,300.126883805121,30168.9649588603,21385.4279058702
69.8,-60,3.86651016340625,300.133029987296,30171.5998971228,21382.4982104554
70,-60,3.86635521901056,300.139176169471,30174.2348353854,21379.5685150407
70.2,-60,3.86620027461487,300.145322351646,30176.8697736479,21376.6388196259
70.4,-60,3.86604533021918,300.151468533821,30179.5047119104,21373.7091242111
70.6,-60,3.86589038582349,300.157614715996,30182.1396501729,21370.7794287964
70.8,-60,3.8657354414278,300.163760898171,30184.7745884354,21367.8497333816
71,-60,3.86558049703211,300.169907080345,30187.409526698,21364.9200379669
71.2,-60,3.86542555263642,300.17605326252,30190.0444649605,21361.9903425521
71.4,-60,3.86527060824073,300.182199444695,30192.679403223,21359.0606471374
71.6,-60,3.86511566384504,300.18834562687,30195.3143414855,21356.1309517226
71.8,-60,3.86496071944935,300.194491809045,30197.949279748,21353.2012563079
72,-60,3.86480577505366,300.20063799122,30200.5842180105,21350.2715608931
72.2,-60,3.86465083065797,300.206784173395,30203.2191562731,21347.3418654783
72.4,-60,3.86449613858513,300.212939808971,30205.8540945356,21344.4121700636
72.6,-60,3.86434193252323,300.21911365319,30208.4890327981,21341.4824746488
72.8,-60,3.86418772646134,300.225287497408,30211.1239710606,21338.5527792341
73,-60,3.86403352039944,300.231461341627,30213.7589093231,21335.6230838193
73.2,-60,3.86387931433755,300.237635185846,30216.3938475857,21332.6933884046
73.4,-60,3.86372510827565,300.243809030065,30219.0287858482,21329.7636929898
73.6,-60,3.86357090221375,300.249982874284,30221.6637241107,21326.833997575
73.8,-60,3.86341669615186,300.256156718502,30224.2986623732,21323.9043021603
74,-60,3.86326249008996,300.262330562721,30226.9336006357,21320.9746067455
