# time [s],current [A],voltage [V],temperature [K],c_p_avg [mol/m^3],c_n_avg [mol/m^3]
35,-30,3.96110836182977,298.358070063433,29482.5635414743,22148.6135614139
35.5,-30,3.96090709548204,298.361036585175,29485.8572143025,22144.9514421455
36,-30,3.96070582913431,298.364003106917,29489.1508871306,22141.289322877
36.5,-30,3.96050456278658,298.366969628658,29492.4445599588,22137.6272036086
37,-30,3.96030329643885,298.3699361504,29495.7382327869,22133.9650843401
37.5,-30,3.96010203009113,298.372902672142,29499.0319056151,22130.3029650717
38,-30,3.9599007637434,298.375869193883,29502.3255784432,22126.6408458032
38.5,-30,3.95970040381795,298.378832867442,29505.6192512714,22122.9787265348
39,-30,3.95950213878543,298.381789958376,29508.9129240995,22119.3166072664
39.5,-30,3.9593038737529,298.384747049311,29512.2065969277,22115.6544879979
40,-30,3.95910560872038,298.387704140245,29515.5002697558,22111.9923687295
40.5,-30,3.95890734368786,298.390661231179,29518.793942584,22108.330249461
41,-30,3.95870907865534,298.393618322113,29522.0876154121,22104.6681301926
41.5,-30,3.95851081362282,298.396575413048,29525.3812882403,22101.0060109241
42,-30,3.95831323597251,298.39952986421,29528.6749610684,22097.3438916557
42.5,-30,3.95811763196065,298.402476735955,29531.9686338966,22093.6817723872
43,-30,3.9579220279488,298.4054236077,29535.2623067247,22090.0196531188
43.5,-30,3.95772642393694,298.408370479445,29538.5559795529,22086.3575338504
44,-30,3.95753081992508,298.41131735119,29541.849652381,22082.6954145819
44.5,-30,3.95733521591323,298.414264222935,29545.1433252091,22079.0332953135
45,-30,3.95713961190137,298.417211094681,29548.4369980373,22075.371176045
45.5,-30,3.9569445228275,298.420155633874,29551.7306708654,22071.7090567766
46,-30,3.95675131809276,298.423091637442,29555.0243436936,22068.0469375081
46.5,-30,3.95655811335803,298.42602764101,29558.3180165217,22064.3848182397
47,-30,3.95636490862329,298.428963644578,29561.6116893499,22060.7226989713
47.5,-30,3.95617170388855,298.431899648146,29564.905362178,22057.0605797028
48,-30,3.95597849915382,298.434835651714,29568.1990350062,22053.3984604344
48.5,-30,3.95578529441908,298.437771655282,29571.4927078343,22049.7363411659
49,-30,3.95559246493975,298.440705708517,29574.7863806625,22046.0742218975
49.5,-30,3.95540145559224,298.443630301893,29578.0800534906,22042.412102629
50,-30,3.95521044624473,298.44655489527,29581.3737263188,22038.7499833606
50.5,-30,3.95501943689722,298.449479488646,29584.6673991469,22035.0878640921
51,-30,3.95482842754971,298.452404082023,29587.9610719751,22031.4257448237
51.5,-30,3.95463741820221,298.455328675399,29591.2547448032,22027.7636255553
52,-30,3.9544464088547,298.458253268776,29594.5484176314,22024.1015062868
52.5,-30,3.95425565861363,298.461176351737,29597.8420904595,22020.4393870184
53,-30,3.95406668569137,298.464089074132,29601.1357632877,22016.7772677499
53.5,-30,3.95387771276911,298.467001796527,29604.4294361158,22013.1151484815
54,-30,3.95368873984685,298.469914518923,29607.723108944,22009.453029213
54.5,-30,3.95349976692459,298.472827241318,29611.0167817721,22005.7909099446
55,-30,3.95331079400233,298.475739963713,29614.3104546003,22002.1287906761
55.5,-30,3.95312182108008,298.478652686108,29617.6041274284,21998.4666714077
56,-30,3.95293300771709,298.481564383419,29620.8978002565,21994.8045521393
56.5,-30,3.95274594470512,298.484464835647,29624.1914730847,21991.1424328708
57,-30,3.95255888169316,298.487365287874,29627.4851459128,21987.4803136024
57.5,-30,3.95237181868119,298.490265740101,29630.778818741,21983.8181943339
58,-30,3.95218475566923,298.493166192329,29634.0724915691,21980.1560750655
58.5,-30,3.95199769265726,298.496066644556,29637.3661643973,21976.493955797
59,-30,3.9518106296453,298.498967096783,29640.6598372254,21972.8318365286
59.5,-30,3.9516236387294,298.501867046027,29643.9535100536,21969.1697172601
60,-30,3.95143838491728,298.504754876232,29647.2471828817,21965.5075979917
60.5,-30,3.95125313110516,298.507642706436,29650.5408557099,21961.8454787233
61,-30,3.95106787729304,298.510530536641,29653.834528538,21958.1833594548
61.5,-30,3.95088262348093,298.513418366846,29657.1282013662,21954.5212401864
62,-30,3.95069736966881,298.516306197051,29660.4218741943,21950.8591209179
62.5,-30,3.95051211585669,298.519194027255,29663.7155470225,21947.1970016495
63,-30,3.95032686204457,298.52208185746,29667.0092198506,21943.534882381
63.5,-30,3.95014332978564,298.524956800332,29670.3028926788,21939.8727631126
64,-30,3.94995980416888,298.527831693482,29673.5965655069,21936.2106438442
64.5,-30,3.94977627855211,298.530706586632,29676.8902383351,21932.5485245757
65,-30,3.94959275293535,298.533581479782,29680.1839111632,21928.8864053073
65.5,-30,3.94940922731858,298.536456372931,29683.4775839914,21925.2242860388
66,-30,3.94922570170182,298.539331266081,29686.7712568195,21921.5621667704
66.5,-30,3.94904217608505,298.542206159231,29690.0649296477,21917.9000475019
67,-30,3.94886023439876,298.545068457388,29693.3586024758,21914.2379282335
67.5,-30,3.94867837176489,298.547930126941,29696.6522753039,21910.575808965
68,-30,3.94849650913102,298.550791796494,29699.9459481321,21906.9136896966
68.5,-30,3.94831464649715,298.553653466047,29703.2396209602,21903.2515704282
69,-30,3.94813278386328,298.556515135599,29706.5332937884,21899.5894511597
69.5,-30,3.94795092122942,298.559376805152,29709.8269666165,21895.9273318913
70,-30,3.94776905859555,298.562238474705,29713.1206394447,21892.2652126228
70.5,-30,3.9475886583072,298.565087886533,29716.4143122728,21888.6030933544
71,-30,3.94740840482077,298.567936067833,29719.707985101,21884.9409740859
71.5,-30,3.94722815133435,298.570784249132,29723.0016579291,21881.2788548175
72,-30,3.94704789784793,298.573632430432,29726.2953307573,21877.6167355491
72.5,-30,3.9468676443615,298.576480611731,29729.5890035854,21873.9546162806
73,-30,3.94668739087508,298.579328793031,29732.8826764136,21870.2924970122
73.5,-30,3.94650713738866,298.58217697433,29736.1763492417,21866.6303777437
74,-30,3.94632823732516,298.585013272916,29739.4700220699,21862.9682584753
74.5,-30,3.94614954834978,298.587847718202,29742.763694898,21859.3061392068
75,-30,3.9459708593744,298.590682163488,29746.0573677262,21855.6440199384
75.5,-30,3.94579217039902,298.593516608773,29749.3510405543,21851.9819006699
76,-30,3.94561348142364,298.596351054059,29752.6447133825,21848.3197814015
76.5,-30,3.94543479244826,298.599185499345,29755.9383862106,21844.6576621331
77,-30,3.94525610347288,298.60201994463,29759.2320590387,21840.9955428646
77.5,-30,3.94507866876801,298.604842914706,29762.5257318669,21837.3334235962
78,-30,3.94490150681322,298.607663389416,29765.819404695,21833.6713043277
78.5,-30,3.94472434485842,298.610483864125,29769.1130775232,21830.0091850593
79,-30,3.94454718290363,298.613304338835,29772.4067503513,21826.3470657908
79.5,-30,3.94437002094883,298.616124813545,29775.7004231795,21822.6849465224
80,-30,3.94419285899404,298.618945288254,29778.9940960076,21819.0228272539
80.5,-30,3.94401569703925,298.621765762964,29782.2877688358,21815.3607079855
81,-30,3.9438402684635,298.624569595766,29785.5814416639,21811.6985887171
81.5,-30,3.94366533538747,298.627368671351,29788.8751144921,21808.0364694486
82,-30,3.94349040231145,298.630167746936,29792.1687873202,21804.3743501802
82.5,-30,3.94331546923542,298.632966822522,29795.4624601484,21800.7122309117
83,-30,3.9431405361594,298.635765898107,29798.7561329765,21797.0501116433
83.5,-30,3.94296560308337,298.638564973692,29802.0498058047,21793.3879923748
84,-30,3.94279067000735,298.641364049277,29805.3434786328,21789.7258731064
84.5,-30,3.94261573693132,298.644163124862,29808.637151461,21786.0637538379
85,-30,3.9424408038553,298.646962200447,29811.9308242891,21782.4016345695
85.5,-30,3.94226587077927,298.649761276033,29815.2244971173,21778.7395153011
86,-30,3.94209093770325,298.652560351618,29818.5181699454,21775.0773960326
86.5,-30,3.94191600462722,298.655359427203,29821.8118427736,21771.4152767642
87,-30,3.94174107155119,298.658158502788,29825.1055156017,21767.7531574957
87.5,-30,3.94156613847517,298.660957578373,29828.3991884299,21764.0910382273
88,-30,3.94139319768334,298.663736472118,29831.692861258,21760.4289189588
88.5,-30,3.94122115070074,298.666506311576,29834.9865340862,21756.7667996904
89,-30,3.94104910371813,298.669276151033,29838.2802069143,21753.104680422
89.5,-30,3.94087705673553,298.672045990491,29841.5738797424,21749.4425611535
90,-30,3.94070500975292,298.674815829948,29844.8675525706,21745.7804418851
90.5,-30,3.94053296277031,298.677585669406,29848.1612253987,21742.1183226166
91,-30,3.94036091578771,298.680355508863,29851.4548982269,21738.4562033482
91.5,-30,3.9401888688051,298.683125348321,29854.748571055,21734.7940840797
92,-30,3.9400168218225,298.685895187778,29858.0422438832,21731.1319648113
92.5,-30,3.93984477483989,298.688665027235,29861.3359167113,21727.4698455428
93,-30,3.93967272785728,298.691434866693,29864.6295895395,21723.8077262744
93.5,-30,3.93950068087468,298.69420470615,29867.9232623676,21720.145607006
94,-30,3.93932863389207,298.696974545608,29871.2169351958,21716.4834877375
94.5,-30,3.93915658690947,298.699744385065,29874.5106080239,21712.8213684691
95,-30,3.93898622802732,298.702496110789,29877.8042808521,21709.1592492006
95.5,-30,3.93881698092591,298.705235906833,29881.0979536802,21705.4971299322
96,-30,3.93864773382451,298.707975702876,29884.3916265084,21701.8350106637
96.5,-30,3.93847848672311,298.710715498919,29887.6852993365,21698.1728913953
97,-30,3.93830923962171,298.713455294962,29890.9789721647,21694.5107721268
97.5,-30,3.9381399925203,298.716195091005,29894.2726449928,21690.8486528584
98,-30,3.9379707454189,298.718934887049,29897.566317821,21687.18653359
98.5,-30,3.9378014983175,298.721674683092,29900.8599906491,21683.5244143215
99,-30,3.93763225121609,298.724414479135,29904.1536634772,21679.8622950531
99.5,-30,3.93746300411469,298.727154275178,29907.4473363054,21676.2001757846
100,-30,3.93729375701329,298.729894071222,29910.7410091336,21672.5380565162
100.5,-30,3.93712450991189,298.732633867265,29914.0346819617,21668.8759372477
101,-30,3.93695526281048,298.735373663308,29917.3283547898,21665.2138179793
101.5,-30,3.93678601570908,298.738113459351,29920.622027618,21661.5516987108
102,-30,3.93661817399684,298.740837368022,29923.9157004461,21657.8895794424
102.5,-30,3.93645165298835,298.743546346657,29927.2093732743,21654.227460174
103,-30,3.93628513197985,298.746255325292,29930.5030461024,21650.5653409055
103.5,-30,3.93611861097136,298.748964303927,29933.7967189306,21646.9032216371
104,-30,3.93595208996286,298.751673282561,29937.0903917587,21643.2411023686
104.5,-30,3.93578556895437,298.754382261196,29940.3840645869,21639.5789831002
105,-30,3.93561904794587,298.757091239831,29943.677737415,21635.9168638317
105.5,-30,3.93545252693738,298.759800218465,29946.9714102432,21632.2547445633
106,-30,3.93528600592888,298.7625091971,29950.2650830713,21628.5926252948
106.5,-30,3.93511948492038,298.765218175735,29953.5587558995,21624.9305060264
107,-30,3.93495296391189,298.76792715437,29956.8524287276,21621.268386758
107.5,-30,3.93478644290339,298.770636133004,29960.1461015558,21617.6062674895
108,-30,3.9346199218949,298.773345111639,29963.4397743839,21613.9441482211
108.5,-30,3.9344534008864,298.776054090274,29966.7334472121,21610.2820289526
109,-30,3.93428801826432,298.778749555195,29970.0271200402,21606.6199096842
109.5,-30,3.93412415612918,298.78142697051,29973.3207928684,21602.9577904157
110,-30,3.93396029399404,298.784104385826,29976.6144656965,21599.2956711473
110.5,-30,3.9337964318589,298.786781801141,29979.9081385246,21595.6335518789
111,-30,3.93363256972375,298.789459216457,29983.2018113528,21591.9714326104
111.5,-30,3.93346870758861,298.792136631773,29986.495484181,21588.309313342
112,-30,3.93330484545347,298.794814047088,29989.7891570091,21584.6471940735
112.5,-30,3.93314098331833,298.797491462404,29993.0828298372,21580.9850748051
113,-30,3.93297712118318,298.80016887772,29996.3765026654,21577.3229555366
113.5,-30,3.93281325904804,298.802846293035,29999.6701754935,21573.6608362682
114,-30,3.9326493969129,298.805523708351,30002.9638483217,21569.9987169997
114.5,-30,3.93248553477776,298.808201123666,30006.2575211498,21566.3365977313
115,-30,3.93232167264261,298.810878538982,30009.551193978,21562.6744784629
115.5,-30,3.93215781050747,298.813555954298,30012.8448668061,21559.0123591944
116,-30,3.93199483308163,298.816222368452,30016.1385396343,21555.350239926
116.5,-30,3.93183356722965,298.818867499571,30019.4322124624,21551.6881206575
117,-30,3.93167230137766,298.821512630689,30022.7258852906,21548.0260013891
117.5,-30,3.93151103552568,298.824157761808,30026.0195581187,21544.3638821206
118,-30,3.9313497696737,298.826802892926,30029.3132309469,21540.7017628522
118.5,-30,3.93118850382172,298.829448024045,30032.606903775,21537.0396435837
119,-30,3.93102723796974,298.832093155164,30035.9005766032,21533.3775243153
119.5,-30,3.93086597211776,298.834738286282,30039.1942494313,21529.7154050469
120,-30,3.93070470626578,298.837383417401,30042.4879222595,21526.0532857784
120.5,-30,3.9305434404138,298.840028548519,30045.7815950876,21522.39116651
121,-30,3.93038217456182,298.842673679638,30049.0752679158,21518.7290472415
121.5,-30,3.93022090870984,298.845318810757,30052.3689407439,21515.0669279731
122,-30,3.93005964285786,298.847963941875,30055.662613572,21511.4048087046
122.5,-30,3.92989837700587,298.850609072994,30058.9562864002,21507.7426894362
123,-30,3.92973775317496,298.85324584771,30062.2499592283,21504.0805701678
123.5,-30,3.9295790212127,298.855857998287,30065.5436320565,21500.4184508993
124,-30,3.92942028925044,298.858470148864,30068.8373048846,21496.7563316309
124.5,-30,3.92926155728818,298.861082299442,30072.1309777128,21493.0942123624
125,-30,3.92910282532592,298.863694450019,30075.4246505409,21489.432093094
125.5,-30,3.92894409336366,298.866306600596,30078.7183233691,21485.7699738255
126,-30,3.9287853614014,298.868918751174,30082.0119961972,21482.1078545571
126.5,-30,3.92862662943914,298.871530901751,30085.3056690254,21478.4457352886
127,-30,3.92846789747688,298.874143052328,30088.5993418535,21474.7836160202
127.5,-30,3.92830916551462,298.876755202905,30091.8930146817,21471.1214967518
128,-30,3.92815043355236,298.879367353483,30095.1866875098,21467.4593774833
128.5,-30,3.92799170159009,298.88197950406,30098.480360338,21463.7972582149
129,-30,3.92783296962783,298.884591654637,30101.7740331661,21460.1351389464
129.5,-30,3.92767423766557,298.887203805214,30105.0677059943,21456.473019678
130,-30,3.92751591609936,298.88981037018,30108.3613788224,21452.8109004095
130.5,-30,3.92735965658863,298.892388869959,30111.6550516506,21449.1487811411
131,-30,3.92720339707789,298.894967369737,30114.9487244787,21445.4866618726
131.5,-30,3.92704713756716,298.897545869516,30118.2423973069,21441.8245426042
132,-30,3.92689087805642,298.900124369295,30121.536070135,21438.1624233358
132.5,-30,3.92673461854569,298.902702869074,30124.8297429631,21434.5003040673
133,-30,3.92657835903495,298.905281368853,30128.1234157913,21430.8381847989
133.5,-30,3.92642209952422,298.907859868632,30131.4170886195,21427.1760655304
134,-30,3.92626584001348,298.91043836841,30134.7107614476,21423.513946262
134.5,-30,3.92610958050275,298.913016868189,30138.0044342757,21419.8518269935
135,-30,3.92595332099201,298.915595367968,30141.2981071039,21416.1897077251
135.5,-30,3.92579706148128,298.918173867747,30144.591779932,21412.5275884566
136,-30,3.92564080197054,298.920752367526,30147.8854527602,21408.8654691882
136.5,-30,3.92548454245981,298.923330867305,30151.1791255883,21405.2033499198
137,-30,3.92532847252481,298.925906671606,30154.4727984165,21401.5412306513
137.5,-30,3.92517462487979,298.928450878331,30157.7664712446,21397.8791113829
138,-30,3.92502077723477,298.930995085056,30161.0601440728,21394.2169921144
138.5,-30,3.92486692958976,298.933539291781,30164.3538169009,21390.554872846
139,-30,3.92471308194474,298.936083498506,30167.6474897291,21386.8927535775
139.5,-30,3.92455923429972,298.938627705231,30170.9411625572,21383.2306343091
140,-30,3.9244053866547,298.941171911957,30174.2348353854,21379.5685150406
140.5,-30,3.92425153900969,298.943716118682,30177.5285082135,21375.9063957722
141,-30,3.92409769136467,298.946260325407,30180.8221810417,21372.2442765038
141.5,-30,3.92394384371965,298.948804532132,30184.1158538698,21368.5821572353
142,-30,3.92378999607463,298.951348738857,30187.409526698,21364.9200379669
142.5,-30,3.92363614842962,298.953892945582,30190.7031995261,21361.2579186984
143,-30,3.9234823007846,298.956437152308,30193.9968723543,21357.59579943
143.5,-30,3.92332845313958,298.958981359033,30197.2905451824,21353.9336801615
144,-30,3.92317460549457,298.961525565758,30200.5842180106,21350.2715608931
144.5,-30,3.92302308654961,298.964035174279,30203.8778908387,21346.6094416247
145,-30,3.92287158824345,298.966544476164,30207.1715636668,21342.9473223562
145.5,-30,3.92272008993729,298.969053778048,30210.465236495,21339.2852030878
146,-30,3.92256859163113,298.971563079932,30213.7589093231,21335.6230838193
146.5,-30,3.92241709332497,298.974072381817,30217.0525821513,21331.9609645509
147,-30,3.92226559501881,298.976581683701,30220.3462549794,21328.2988452824
147.5,-30,3.92211409671265,298.979090985586,30223.6399278076,21324.636726014
148,-30,3.92196259840649,298.98160028747,30226.9336006357,21320.9746067455
148.5,-30,3.92181110010033,298.984109589355,30230.2272734639,21317.3124874771
149,-30,3.92165960179417,298.986618891239,30233.520946292,21313.6503682087
149.5,-30,3.92150810348801,298.989128193124,30236.8146191202,21309.9882489402
150,-30,3.92135660518184,298.991637495008,30240.1082919483,21306.3261296718
150.5,-30,3.92120510687569,298.994146796893,30243.4019647765,21302.6640104033
151,-30,3.92105360856952,298.996656098777,30246.6956376046,21299.0018911349
151.5,-30,3.92090417815086,298.999133329009,30249.9893104328,21295.3397718664
152,-30,3.92075496776406,299.001607146683,30253.2829832609,21291.677652598
152.5,-30,3.92060575737725,299.004080964357,30256.5766560891,21288.0155333295
153,-30,3.92045654699045,299.006554782031,30259.8703289172,21284.3534140611
153.5,-30,3.92030733660364,299.009028599705,30263.1640017454,21280.6912947927
154,-30,3.92015812621683,299.011502417379,30266.4576745735,21277.0291755242
154.5,-30,3.92000891583003,299.013976235054,30269.7513474017,21273.3670562558
155,-30,3.91985970544322,299.016450052728,30273.0450202298,21269.7049369873
155.5,-30,3.91971049505641,299.018923870402,30276.338693058,21266.0428177189
156,-30,3.91956128466961,299.021397688076,30279.6323658861,21262.3806984504
156.5,-30,3.9194120742828,299.02387150575,30282.9260387142,21258.718579182
157,-30,3.91926286389599,299.026345323424,30286.2197115424,21255.0564599136
157.5,-30,3.91911365350919,299.028819141098,30289.5133843705,21251.3943406451
158,-30,3.91896444312238,299.031292958772,30292.8070571987,21247.7322213767
158.5,-30,3.91881705080302,299.033737359976,30296.1007300268,21244.0701021082
159,-30,3.91867006723216,299.036175147597,30299.394402855,21240.4079828398
159.5,-30,3.9185230836613,299.038612935219,30302.6880756831,21236.7458635713
160,-30,3.91837610009044,299.04105072284,30305.9817485113,21233.0837443029
160.5,-30,3.91822911651958,299.043488510462,30309.2754213394,21229.4216250344
161,-30,3.91808213294872,299.045926298083,30312.5690941676,21225.759505766
161.5,-30,3.91793514937785,299.048364085705,30315.8627669957,21222.0973864976
162,-30,3.91778816580699,299.050801873327,30319.1564398239,21218.4352672291
162.5,-30,3.91764118223613,299.053239660948,30322.450112652,21214.7731479607
163,-30,3.91749419866527,299.05567744857,30325.7437854802,21211.1110286922
163.5,-30,3.91734721509441,299.058115236191,30329.0374583083,21207.4489094238
164,-30,3.91720023152354,299.060553023813,30332.3311311365,21203.7867901553
164.5,-30,3.91705324795268,299.062990811434,30335.6248039646,21200.1246708869
165,-30,3.91690626438182,299.065428599056,30338.9184767928,21196.4625516184
165.5,-30,3.91676162486577,299.067826254031,30342.2121496209,21192.80043235
166,-30,3.91661785648484,299.07020899427,30345.505822449,21189.1383130816
166.5,-30,3.91647408810391,299.072591734509,30348.7994952772,21185.4761938131
167,-30,3.91633031972299,299.074974474749,30352.0931681053,21181.8140745447
167.5,-30,3.91618655134206,299.077357214988,30355.3868409335,21178.1519552762
168,-30,3.91604278296114,299.079739955227,30358.6805137616,21174.4898360078
168.5,-30,3.91589901458021,299.082122695467,30361.9741865898,21170.8277167393
169,-30,3.91575524619929,299.084505435706,30365.2678594179,21167.1655974709
169.5,-30,3.91561147781836,299.086888175945,30368.5615322461,21163.5034782025
170,-30,3.91546770943743,299.089270916185,30371.8552050742,21159.841358934
170.5,-30,3.91532394105651,299.091653656424,30375.1488779024,21156.1792396656
171,-30,3.91518017267558,299.094036396663,30378.4425507305,21152.5171203971
171.5,-30,3.91503640429466,299.096419136902,30381.7362235587,21148.8550011287
172,-30,3.91489263591373,299.098801877142,30385.0298963868,21145.1928818602
172.5,-30,3.91474886753281,299.101184617381,30388.323569215,21141.5307625918
173,-30,3.91460509915188,299.10356735762,30391.6172420431,21137.8686433233
173.5,-30,3.91446133077095,299.10595009786,30394.9109148713,21134.2065240549
174,-30,3.91431756239003,299.108332838099,30398.2045876994,21130.5444047865
174.5,-30,3.9141737940091,299.110715578338,30401.4982605276,21126.882285518
175,-30,3.91403002562818,299.113098318578,30404.7919333557,21123.2201662496
175.5,-30,3.91388625724725,299.115481058817,30408.0856061838,21119.5580469811
176,-30,3.91374248886633,299.117863799056,30411.379279012,21115.8959277127
176.5,-30,3.9135987204854,299.120246539296,30414.6729518401,21112.2338084442
177,-30,3.91345495210447,299.122629279535,30417.9666246683,21108.5716891758
177.5,-30,3.91331118372355,299.125012019774,30421.2602974964,21104.9095699073
178,-30,3.91316741534262,299.127394760013,30424.5539703246,21101.2474506389
178.5,-30,3.9130236469617,299.129777500253,30427.8476431527,21097.5853313705
179,-30,3.91287987858077,299.132160240492,30431.1413159809,21093.923212102
179.5,-30,3.91273826418631,299.13450357792,30434.434988809,21090.2610928336
180,-30,3.91259838187573,299.136815230388,30437.7286616372,21086.5989735651
180.5,-30,3.91245849956515,299.139126882856,30441.0223344653,21082.9368542967
181,-30,3.91231861725457,299.141438535324,30444.3160072935,21079.2747350282
181.5,-30,3.91217873494398,299.143750187793,30447.6096801216,21075.6126157598
182,-30,3.9120388526334,299.146061840261,30450.9033529498,21071.9504964914
182.5,-30,3.91189897032282,299.148373492729,30454.1970257779,21068.2883772229
183,-30,3.91175908801224,299.150685145197,30457.4906986061,21064.6262579545
183.5,-30,3.91161920570165,299.152996797665,30460.7843714342,21060.964138686
184,-30,3.91147932339107,299.155308450134,30464.0780442624,21057.3020194176
184.5,-30,3.91133944108049,299.157620102602,30467.3717170905,21053.6399001491
185,-30,3.91119955876991,299.15993175507,30470.6653899187,21049.9777808807
185.5,-30,3.91105967645933,299.162243407538,30473.9590627468,21046.3156616122
186,-30,3.91091979414874,299.164555060006,30477.252735575,21042.6535423438
186.5,-30,3.91077991183816,299.166866712474,30480.5464084031,21038.9914230753
187,-30,3.91064002952758,299.169178364943,30483.8400812313,21035.3293038069
187.5,-30,3.910500147217,299.171490017411,30487.1337540594,21031.6671845385
188,-30,3.91036026490641,299.173801669879,30490.4274268876,21028.00506527
