# time [s],current [A],voltage [V],temperature [K],c_p_avg [mol/m^3],c_n_avg [mol/m^3]
41.5,-15,3.993173745187,298.213336446221,29388.6938658721,22252.9839605646
42,-15,3.99307536941769,298.214086797833,29390.3407022862,22251.1529009303
42.5,-15,3.99297699364838,298.214837149444,29391.9875387003,22249.3218412961
43,-15,3.99287922149612,298.215585603512,29393.6343751144,22247.4907816619
43.5,-15,3.99278193939468,298.216332517044,29395.2812115284,22245.6597220277
44,-15,3.99268465729324,298.217079430577,29396.9280479425,22243.8286623935
44.5,-15,3.9925873751918,298.21782634411,29398.5748843566,22241.9976027592
45,-15,3.99249009309036,298.218573257643,29400.2217207706,22240.166543125
45.5,-15,3.99239281098892,298.219320171176,29401.8685571847,22238.3354834908
46,-15,3.99229638897691,298.220064055147,29403.5153935988,22236.5044238566
46.5,-15,3.99220012182272,298.22080739365,29405.1622300129,22234.6733642223
47,-15,3.99210385466853,298.221550732153,29406.8090664269,22232.8423045881
47.5,-15,3.99200758751434,298.222294070656,29408.455902841,22231.0112449539
48,-15,3.99191132036015,298.223037409159,29410.1027392551,22229.1801853197
48.5,-15,3.9918151889218,298.223780219141,29411.7495756692,22227.3491256855
49,-15,3.99171987132291,298.224519859774,29413.3964120832,22225.5180660512
49.5,-15,3.99162455372401,298.225259500407,29415.0432484973,22223.687006417
